Lead_ID,Business_Name,Category,Sub_Specialization,Exact_Physical_Address,City_Region,Est_Monthly_Revenue,Avg_Ticket_Size,Current_Website_Status,Decision_Maker,SahayShakti_Pitch_Hook,Lead_Priority,Outreach_Status
SST-OSM-CLOTH-0177,Krishna Tailor,"Branded Clothing, Custom Boutiques & Bridal Wear",Tailor Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.706, Lon: 77.190)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0178,Snip Fitness,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.716, Lon: 77.139)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0179,MM EGG SHOP WHOLESALE & RETAIL,"Branded Clothing, Custom Boutiques & Bridal Wear",Wholesale Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.727, Lon: 77.150)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0180,My Baby Yard,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.711, Lon: 77.120)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0181,My Fitness Destination,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.714, Lon: 77.130)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0182,SOHO,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.723, Lon: 77.079)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0183,SOHO,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.723, Lon: 77.079)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0184,SOHO,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.723, Lon: 77.079)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0185,SOHO,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.723, Lon: 77.079)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0186,Spectra Sports Shop,"Branded Clothing, Custom Boutiques & Bridal Wear",Sports Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.727, Lon: 77.090)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0187,Zudio,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.707, Lon: 77.184)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0188,Westside,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.707, Lon: 77.183)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0189,Rajdhani Hosiery,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.709, Lon: 77.186)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0190,Kaizen.Fit,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.708, Lon: 77.185)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0191,Wazirpur Depot,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.694, Lon: 77.156)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0192,Keshavpur Depot,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.653, Lon: 77.089)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0193,Shadipur DTC Depot,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.654, Lon: 77.156)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0194,Rohini - 1 DTC Depot,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.716, Lon: 77.112)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0195,Anytime fitness,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.694, Lon: 77.130)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0196,Hiraa Jewellers,"Branded Clothing, Custom Boutiques & Bridal Wear",Jewelry Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.731, Lon: 77.125)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0198,Sam India Casting Yard,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.722, Lon: 77.180)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0200,Vaishnavi Perfumery,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.746, Lon: 77.154)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0201,Khatu Shyam Industries,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.750, Lon: 77.156)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0202,Tanishq,"Branded Clothing, Custom Boutiques & Bridal Wear",Jewelry Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.703, Lon: 77.116)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0204,Peeragarhi Depot,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.675, Lon: 77.095)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
